exp_config,split,amota,bicycle_amota,bus_amota,car_amota,moto_amota,ped_amota,trailer_amota,truck_amota
hungarian_dist2_ack_conf_padd_20_noyc_results,mini_val,0.488,0.026,0.396,0.589,0.611,0.488,nan,0.818
greedy_dist10_ack_conf_padd_10_yc_results,mini_val,0.461,0.000,0.000,0.639,0.635,0.645,nan,0.850
greedy_dist5_ack_conf_padd_15_noyc_results,mini_val,0.515,0.029,0.229,0.694,0.653,0.638,nan,0.850
greedy_dist2_cvcy_obj_conf_mult_05_noyc_results,mini_val,0.550,0.000,0.432,0.703,0.634,0.704,nan,0.825
greedy_dist10_cvcy_obj_conf_padd_50_noyc_results,mini_val,0.698,0.265,1.000,0.712,0.633,0.756,nan,0.825
hungarian_dist10_cvcy_obj_conf_padd_30_yc_results,mini_val,0.621,0.232,1.000,0.485,0.572,0.614,nan,0.825
greedy_dist5_cvcy_obj_conf_padd_15_noyc_results,mini_val,0.728,0.359,1.000,0.733,0.671,0.756,nan,0.850
hungarian_dist5_cvcy_obj_conf_mult_25_noyc_results,mini_val,0.597,0.118,1.000,0.557,0.568,0.595,nan,0.744
hungarian_dist2_cvcy_conf_padd_20_yc_results,mini_val,0.521,0.067,0.392,0.575,0.647,0.655,nan,0.792
hungarian_dist5_ack_conf_mult_15_noyc_results,mini_val,0.500,0.017,0.382,0.586,0.642,0.548,nan,0.825
greedy_dist10_ack_conf_padd_50_noyc_results,mini_val,0.478,0.075,0.000,0.670,0.642,0.658,nan,0.825
greedy_dist5_cvcy_obj_conf_mult_20_noyc_results,mini_val,0.694,0.263,1.000,0.713,0.621,0.740,nan,0.825
hungarian_dist2_ack_conf_mult_10_noyc_results,mini_val,0.471,0.000,0.388,0.592,0.612,0.436,nan,0.798
hungarian_dist10_cvcy_obj_conf_mult_50_noyc_results,mini_val,0.616,0.217,1.000,0.527,0.566,0.584,nan,0.800
hungarian_dist2_cvcy_conf_padd_25_yc_results,mini_val,0.540,0.067,0.450,0.584,0.645,0.673,nan,0.822
hungarian_dist10_cvcy_obj_conf_mult_15_yc_results,mini_val,0.618,0.257,1.000,0.472,0.561,0.618,nan,0.800
greedy_dist10_ack_count_noyc_results,mini_val,0.488,0.000,0.025,0.715,0.610,0.726,nan,0.850
hungarian_dist2_ack_conf_padd_20_yc_results,mini_val,0.490,0.026,0.396,0.599,0.610,0.490,nan,0.818
greedy_dist2_ack_conf_mult_10_yc_results,mini_val,0.509,0.000,0.402,0.711,0.640,0.476,nan,0.825
greedy_dist10_cvcy_obj_conf_padd_25_yc_results,mini_val,0.697,0.267,1.000,0.699,0.628,0.765,nan,0.825
greedy_dist5_ack_conf_mult_30_noyc_results,mini_val,0.494,0.047,0.243,0.652,0.579,0.640,nan,0.800
greedy_dist2_cvcy_conf_mult_40_noyc_results,mini_val,0.558,0.020,0.500,0.683,0.597,0.747,nan,0.800
greedy_dist2_cvcy_obj_conf_padd_25_noyc_results,mini_val,0.608,0.131,0.500,0.717,0.674,0.777,nan,0.850
greedy_dist5_cvcy_conf_padd_20_noyc_results,mini_val,0.715,0.269,1.000,0.745,0.665,0.761,nan,0.850
greedy_dist2_ack_conf_padd_40_yc_results,mini_val,0.549,0.100,0.450,0.718,0.674,0.500,nan,0.850
greedy_dist5_cvcy_conf_mult_25_noyc_results,mini_val,0.690,0.275,1.000,0.725,0.596,0.743,nan,0.800
greedy_dist2_ack_conf_mult_20_noyc_results,mini_val,0.518,0.050,0.421,0.717,0.621,0.474,nan,0.825
greedy_dist10_ack_conf_padd_10_noyc_results,mini_val,0.468,0.000,0.000,0.656,0.678,0.627,nan,0.850
greedy_dist10_cvcy_obj_conf_mult_50_yc_results,mini_val,0.675,0.273,1.000,0.681,0.558,0.738,nan,0.800
greedy_dist10_cvcy_obj_conf_padd_20_yc_results,mini_val,0.699,0.264,1.000,0.718,0.627,0.758,nan,0.825
greedy_dist10_ack_conf_mult_15_yc_results,mini_val,0.459,0.000,0.000,0.629,0.642,0.630,nan,0.850
greedy_dist10_cvcy_conf_padd_10_noyc_results,mini_val,0.691,0.245,1.000,0.701,0.633,0.744,nan,0.825
greedy_dist2_cvcy_obj_conf_padd_30_yc_results,mini_val,0.608,0.124,0.500,0.719,0.671,0.781,nan,0.850
greedy_dist2_cvcy_conf_padd_25_noyc_results,mini_val,0.608,0.131,0.500,0.716,0.671,0.779,nan,0.850
hungarian_dist2_ack_count_noyc_results,mini_val,0.493,0.000,0.136,0.671,0.680,0.636,nan,0.835
hungarian_dist5_ack_count_noyc_results,mini_val,0.522,0.000,0.375,0.645,0.613,0.649,nan,0.850
greedy_dist2_cvcy_obj_conf_mult_15_noyc_results,mini_val,0.578,0.078,0.466,0.719,0.645,0.736,nan,0.825
hungarian_dist10_cvcy_conf_padd_50_noyc_results,mini_val,0.603,0.187,1.000,0.488,0.564,0.596,nan,0.781
greedy_dist5_cvcy_conf_mult_15_noyc_results,mini_val,0.704,0.326,1.000,0.717,0.615,0.740,nan,0.825
greedy_dist2_ack_conf_padd_20_yc_results,mini_val,0.553,0.127,0.420,0.731,0.694,0.496,nan,0.850
hungarian_dist5_ack_conf_padd_15_noyc_results,mini_val,0.526,0.106,0.382,0.592,0.659,0.593,nan,0.825
hungarian_dist2_ack_conf_padd_30_yc_results,mini_val,0.497,0.026,0.450,0.589,0.619,0.477,nan,0.823
greedy_dist2_ack_conf_mult_40_noyc_results,mini_val,0.525,0.109,0.450,0.680,0.623,0.489,nan,0.800
hungarian_dist2_cvcy_conf_padd_30_noyc_results,mini_val,0.544,0.067,0.500,0.586,0.648,0.641,nan,0.822
hungarian_dist10_ack_conf_padd_40_noyc_results,mini_val,0.451,0.056,0.300,0.457,0.587,0.485,nan,0.824
greedy_dist2_ack_conf_mult_30_yc_results,mini_val,0.529,0.125,0.450,0.702,0.599,0.500,nan,0.800
hungarian_dist5_ack_conf_padd_20_noyc_results,mini_val,0.511,0.033,0.382,0.609,0.637,0.581,nan,0.825
hungarian_dist5_cvcy_obj_conf_mult_25_yc_results,mini_val,0.598,0.127,1.000,0.561,0.563,0.592,nan,0.744
greedy_dist10_ack_conf_padd_15_noyc_results,mini_val,0.472,0.000,0.000,0.651,0.680,0.654,nan,0.850
hungarian_dist2_cvcy_obj_conf_mult_20_yc_results,mini_val,0.508,0.000,0.428,0.579,0.624,0.620,nan,0.800
hungarian_dist10_cvcy_obj_conf_mult_30_yc_results,mini_val,0.609,0.314,1.000,0.474,0.536,0.591,nan,0.739
greedy_dist10_cvcy_conf_padd_05_noyc_results,mini_val,0.703,0.327,1.000,0.690,0.654,0.724,nan,0.825
greedy_dist10_cvcy_obj_conf_mult_50_noyc_results,mini_val,0.679,0.263,1.000,0.680,0.587,0.742,nan,0.800
hungarian_dist5_cvcy_obj_conf_mult_40_yc_results,mini_val,0.601,0.163,1.000,0.559,0.523,0.592,nan,0.770
hungarian_dist2_cvcy_obj_conf_padd_30_yc_results,mini_val,0.529,0.067,0.500,0.566,0.599,0.622,nan,0.822
greedy_dist5_cvcy_obj_conf_mult_30_yc_results,mini_val,0.689,0.275,1.000,0.719,0.597,0.740,nan,0.800
hungarian_dist2_cvcy_obj_conf_mult_25_yc_results,mini_val,0.501,0.000,0.450,0.563,0.600,0.622,nan,0.772
hungarian_dist5_cvcy_obj_conf_mult_20_noyc_results,mini_val,0.613,0.170,1.000,0.568,0.591,0.598,nan,0.750
greedy_dist5_ack_conf_mult_15_noyc_results,mini_val,0.491,0.000,0.229,0.674,0.583,0.633,nan,0.825
greedy_dist5_ack_conf_padd_10_noyc_results,mini_val,0.509,0.000,0.217,0.706,0.650,0.632,nan,0.850
greedy_dist5_ack_conf_padd_20_noyc_results,mini_val,0.513,0.000,0.229,0.695,0.651,0.653,nan,0.850
hungarian_dist5_ack_conf_padd_30_yc_results,mini_val,0.501,0.038,0.422,0.595,0.640,0.539,nan,0.776
hungarian_dist10_ack_conf_mult_15_noyc_results,mini_val,0.453,0.000,0.300,0.507,0.561,0.525,nan,0.825
hungarian_dist5_ack_conf_padd_50_noyc_results,mini_val,0.480,0.034,0.422,0.567,0.612,0.490,nan,0.757
hungarian_dist2_cvcy_conf_mult_05_yc_results,mini_val,0.523,0.000,0.432,0.631,0.610,0.646,nan,0.818
greedy_dist10_cvcy_obj_conf_mult_25_yc_results,mini_val,0.685,0.273,1.000,0.709,0.586,0.740,nan,0.800
greedy_dist2_cvcy_conf_mult_15_yc_results,mini_val,0.578,0.078,0.466,0.717,0.640,0.741,nan,0.825
hungarian_dist5_ack_conf_mult_50_yc_results,mini_val,0.459,0.019,0.422,0.538,0.531,0.501,nan,0.744
hungarian_dist5_cvcy_conf_mult_25_yc_results,mini_val,0.599,0.127,1.000,0.548,0.572,0.601,nan,0.744
hungarian_dist5_cvcy_conf_mult_15_noyc_results,mini_val,0.639,0.250,1.000,0.584,0.572,0.604,nan,0.825
greedy_dist10_cvcy_count_yc_results,mini_val,0.708,0.190,1.000,0.760,0.658,0.817,nan,0.822
hungarian_dist5_cvcy_conf_mult_20_yc_results,mini_val,0.609,0.127,1.000,0.578,0.588,0.610,nan,0.750
hungarian_dist2_cvcy_obj_conf_padd_40_yc_results,mini_val,0.540,0.144,0.500,0.565,0.596,0.583,nan,0.850
greedy_dist10_cvcy_obj_conf_mult_05_yc_results,mini_val,0.696,0.375,1.000,0.712,0.579,0.712,nan,0.800
hungarian_dist5_cvcy_conf_mult_40_noyc_results,mini_val,0.599,0.163,1.000,0.545,0.546,0.571,nan,0.770
greedy_dist2_cvcy_obj_conf_mult_30_yc_results,mini_val,0.553,0.015,0.500,0.684,0.573,0.748,nan,0.800
greedy_dist5_cvcy_conf_mult_15_yc_results,mini_val,0.704,0.326,1.000,0.717,0.615,0.740,nan,0.825
hungarian_dist10_cvcy_obj_conf_mult_40_noyc_results,mini_val,0.629,0.311,1.000,0.506,0.587,0.569,nan,0.800
greedy_dist10_cvcy_conf_mult_05_noyc_results,mini_val,0.690,0.326,1.000,0.701,0.610,0.702,nan,0.800
greedy_dist10_cvcy_obj_conf_padd_05_noyc_results,mini_val,0.689,0.268,1.000,0.684,0.631,0.726,nan,0.825
greedy_dist2_cvcy_obj_conf_padd_10_yc_results,mini_val,0.599,0.157,0.435,0.714,0.684,0.755,nan,0.850
greedy_dist2_cvcy_conf_mult_50_noyc_results,mini_val,0.551,0.020,0.500,0.682,0.574,0.728,nan,0.800
greedy_dist2_cvcy_conf_mult_20_noyc_results,mini_val,0.560,0.015,0.466,0.694,0.617,0.742,nan,0.825
hungarian_dist2_cvcy_obj_conf_mult_50_noyc_results,mini_val,0.518,0.086,0.500,0.574,0.549,0.597,nan,0.800
greedy_dist2_cvcy_obj_conf_padd_40_noyc_results,mini_val,0.606,0.136,0.500,0.718,0.674,0.757,nan,0.850
hungarian_dist2_ack_conf_mult_30_noyc_results,mini_val,0.465,0.000,0.450,0.539,0.570,0.458,nan,0.773
greedy_dist5_cvcy_obj_conf_mult_15_yc_results,mini_val,0.714,0.326,1.000,0.737,0.640,0.755,nan,0.825
hungarian_dist10_ack_conf_mult_40_yc_results,mini_val,0.428,0.000,0.300,0.515,0.518,0.465,nan,0.773
hungarian_dist2_ack_conf_mult_40_yc_results,mini_val,0.455,0.000,0.450,0.522,0.544,0.439,nan,0.773
hungarian_dist10_cvcy_conf_mult_40_yc_results,mini_val,0.601,0.314,1.000,0.459,0.530,0.550,nan,0.753
hungarian_dist5_cvcy_obj_conf_mult_30_yc_results,mini_val,0.594,0.139,1.000,0.549,0.526,0.604,nan,0.744
greedy_dist10_cvcy_conf_mult_10_yc_results,mini_val,0.694,0.321,1.000,0.704,0.616,0.722,nan,0.800
greedy_dist2_cvcy_obj_count_noyc_results,mini_val,0.560,0.011,0.237,0.752,0.660,0.848,nan,0.850
greedy_dist10_cvcy_conf_padd_50_yc_results,mini_val,0.688,0.238,1.000,0.708,0.601,0.756,nan,0.825
greedy_dist5_cvcy_obj_conf_padd_30_noyc_results,mini_val,0.726,0.327,1.000,0.736,0.673,0.770,nan,0.850
greedy_dist5_ack_conf_mult_40_noyc_results,mini_val,0.495,0.047,0.243,0.663,0.579,0.640,nan,0.800
greedy_dist2_ack_conf_mult_50_noyc_results,mini_val,0.522,0.125,0.450,0.678,0.599,0.482,nan,0.800
hungarian_dist10_cvcy_conf_padd_30_noyc_results,mini_val,0.619,0.297,1.000,0.483,0.554,0.578,nan,0.803
greedy_dist2_cvcy_obj_conf_mult_15_yc_results,mini_val,0.574,0.078,0.466,0.697,0.639,0.739,nan,0.825
hungarian_dist5_cvcy_count_noyc_results,mini_val,0.631,0.000,0.939,0.668,0.616,0.753,nan,0.812
hungarian_dist5_cvcy_count_yc_results,mini_val,0.631,0.000,0.939,0.668,0.616,0.753,nan,0.812
greedy_dist2_cvcy_obj_conf_padd_30_noyc_results,mini_val,0.608,0.124,0.500,0.724,0.674,0.778,nan,0.850
hungarian_dist5_cvcy_obj_conf_padd_15_noyc_results,mini_val,0.642,0.165,1.000,0.594,0.617,0.627,nan,0.850
greedy_dist10_cvcy_conf_padd_40_noyc_results,mini_val,0.690,0.237,1.000,0.705,0.613,0.759,nan,0.825
greedy_dist5_cvcy_obj_conf_mult_50_noyc_results,mini_val,0.683,0.263,1.000,0.694,0.599,0.743,nan,0.800
greedy_dist2_cvcy_obj_conf_padd_40_yc_results,mini_val,0.605,0.136,0.500,0.696,0.671,0.777,nan,0.850
greedy_dist10_cvcy_obj_conf_mult_20_noyc_results,mini_val,0.684,0.263,1.000,0.697,0.611,0.732,nan,0.800
hungarian_dist10_cvcy_conf_padd_05_noyc_results,mini_val,0.596,0.345,0.866,0.479,0.565,0.555,nan,0.769
hungarian_dist2_cvcy_conf_padd_50_yc_results,mini_val,0.529,0.060,0.500,0.572,0.599,0.619,nan,0.825
hungarian_dist5_ack_count_yc_results,mini_val,0.526,0.000,0.375,0.638,0.641,0.654,nan,0.850
hungarian_dist10_ack_conf_mult_25_yc_results,mini_val,0.445,0.000,0.300,0.505,0.521,0.496,nan,0.850
hungarian_dist2_cvcy_conf_mult_05_noyc_results,mini_val,0.523,0.000,0.432,0.631,0.610,0.646,nan,0.818
greedy_dist5_cvcy_conf_padd_25_noyc_results,mini_val,0.715,0.267,1.000,0.733,0.670,0.770,nan,0.850
greedy_dist2_cvcy_obj_conf_padd_50_yc_results,mini_val,0.581,0.037,0.500,0.699,0.646,0.777,nan,0.825
hungarian_dist2_ack_conf_mult_15_noyc_results,mini_val,0.498,0.037,0.421,0.596,0.611,0.499,nan,0.825
greedy_dist5_cvcy_conf_padd_15_yc_results,mini_val,0.719,0.300,1.000,0.737,0.665,0.763,nan,0.850
greedy_dist2_cvcy_conf_mult_10_yc_results,mini_val,0.556,0.000,0.441,0.706,0.635,0.729,nan,0.825
hungarian_dist10_cvcy_conf_mult_50_noyc_results,mini_val,0.599,0.219,1.000,0.503,0.519,0.599,nan,0.753
hungarian_dist10_ack_conf_mult_30_yc_results,mini_val,0.430,0.000,0.300,0.429,0.504,0.495,nan,0.850
hungarian_dist10_cvcy_conf_mult_15_yc_results,mini_val,0.625,0.297,1.000,0.510,0.547,0.595,nan,0.800
greedy_dist2_ack_conf_padd_50_yc_results,mini_val,0.550,0.150,0.450,0.718,0.649,0.508,nan,0.825
greedy_dist5_cvcy_conf_mult_05_noyc_results,mini_val,0.704,0.340,1.000,0.716,0.634,0.708,nan,0.825
greedy_dist10_ack_conf_padd_25_noyc_results,mini_val,0.473,0.000,0.000,0.656,0.661,0.672,nan,0.850
greedy_dist10_cvcy_conf_mult_30_yc_results,mini_val,0.683,0.273,1.000,0.695,0.589,0.739,nan,0.800
greedy_dist10_ack_conf_mult_30_noyc_results,mini_val,0.452,0.000,0.000,0.625,0.594,0.645,nan,0.850
greedy_dist10_cvcy_conf_padd_50_noyc_results,mini_val,0.688,0.238,1.000,0.708,0.601,0.756,nan,0.825
greedy_dist2_ack_count_yc_results,mini_val,0.512,0.000,0.136,0.738,0.683,0.665,nan,0.850
greedy_dist5_cvcy_conf_mult_10_noyc_results,mini_val,0.707,0.326,1.000,0.728,0.636,0.729,nan,0.825
hungarian_dist10_cvcy_obj_conf_padd_25_yc_results,mini_val,0.627,0.237,1.000,0.506,0.567,0.627,nan,0.825
hungarian_dist10_cvcy_obj_count_yc_results,mini_val,0.642,0.198,0.939,0.583,0.612,0.748,nan,0.770
hungarian_dist5_ack_conf_padd_40_noyc_results,mini_val,0.490,0.034,0.422,0.545,0.612,0.549,nan,0.776
hungarian_dist2_cvcy_conf_padd_15_yc_results,mini_val,0.560,0.118,0.460,0.614,0.648,0.667,nan,0.850
hungarian_dist10_cvcy_obj_conf_padd_20_noyc_results,mini_val,0.633,0.252,1.000,0.452,0.642,0.630,nan,0.821
hungarian_dist2_cvcy_obj_conf_padd_25_noyc_results,mini_val,0.534,0.067,0.450,0.609,0.620,0.635,nan,0.822
hungarian_dist2_cvcy_obj_conf_padd_05_noyc_results,mini_val,0.546,0.100,0.419,0.655,0.639,0.655,nan,0.808
hungarian_dist2_ack_conf_mult_10_yc_results,mini_val,0.478,0.000,0.388,0.616,0.614,0.449,nan,0.798
hungarian_dist2_cvcy_obj_count_yc_results,mini_val,0.518,0.000,0.237,0.687,0.615,0.776,nan,0.791
greedy_dist5_cvcy_conf_padd_40_noyc_results,mini_val,0.706,0.237,1.000,0.713,0.671,0.762,nan,0.850
hungarian_dist2_cvcy_obj_conf_mult_50_yc_results,mini_val,0.520,0.086,0.500,0.551,0.575,0.608,nan,0.800
hungarian_dist5_ack_conf_mult_40_yc_results,mini_val,0.459,0.019,0.422,0.539,0.517,0.511,nan,0.744
hungarian_dist10_ack_conf_padd_20_yc_results,mini_val,0.456,0.069,0.300,0.480,0.485,0.552,nan,0.850
hungarian_dist2_ack_conf_mult_25_yc_results,mini_val,0.477,0.000,0.450,0.561,0.575,0.478,nan,0.800
hungarian_dist2_cvcy_obj_conf_mult_10_yc_results,mini_val,0.521,0.025,0.417,0.622,0.617,0.647,nan,0.798
greedy_dist2_cvcy_obj_conf_mult_40_noyc_results,mini_val,0.558,0.020,0.500,0.685,0.599,0.746,nan,0.800
greedy_dist5_cvcy_obj_conf_padd_40_noyc_results,mini_val,0.715,0.273,1.000,0.729,0.674,0.766,nan,0.850
hungarian_dist5_cvcy_conf_padd_50_yc_results,mini_val,0.623,0.215,1.000,0.542,0.616,0.576,nan,0.788
greedy_dist2_cvcy_conf_mult_30_noyc_results,mini_val,0.561,0.015,0.500,0.705,0.597,0.749,nan,0.800
hungarian_dist2_ack_conf_padd_25_noyc_results,mini_val,0.493,0.026,0.450,0.583,0.592,0.481,nan,0.825
greedy_dist2_ack_conf_padd_40_noyc_results,mini_val,0.549,0.100,0.450,0.720,0.674,0.503,nan,0.850
hungarian_dist2_cvcy_obj_conf_padd_20_yc_results,mini_val,0.531,0.067,0.429,0.597,0.648,0.653,nan,0.792
hungarian_dist2_cvcy_conf_mult_10_yc_results,mini_val,0.525,0.025,0.417,0.620,0.643,0.648,nan,0.798
hungarian_dist10_cvcy_count_yc_results,mini_val,0.635,0.199,0.939,0.597,0.563,0.741,nan,0.770
hungarian_dist5_ack_conf_padd_05_noyc_results,mini_val,0.425,0.000,0.025,0.575,0.602,0.511,nan,0.838
greedy_dist2_ack_conf_padd_05_yc_results,mini_val,0.516,0.117,0.366,0.724,0.679,0.360,nan,0.850
greedy_dist5_ack_conf_padd_05_yc_results,mini_val,0.500,0.000,0.206,0.684,0.657,0.602,nan,0.850
hungarian_dist10_cvcy_conf_padd_25_yc_results,mini_val,0.617,0.303,1.000,0.504,0.545,0.608,nan,0.741
hungarian_dist2_cvcy_conf_mult_50_yc_results,mini_val,0.518,0.086,0.500,0.551,0.549,0.621,nan,0.800
hungarian_dist2_ack_conf_mult_40_noyc_results,mini_val,0.456,0.000,0.450,0.545,0.544,0.426,nan,0.773
greedy_dist5_cvcy_obj_conf_padd_10_noyc_results,mini_val,0.732,0.387,1.000,0.727,0.692,0.737,nan,0.850
greedy_dist5_cvcy_obj_conf_padd_10_yc_results,mini_val,0.719,0.304,1.000,0.734,0.677,0.752,nan,0.850
hungarian_dist10_cvcy_obj_conf_padd_05_noyc_results,mini_val,0.606,0.233,1.000,0.479,0.580,0.587,nan,0.756
hungarian_dist5_ack_conf_padd_50_yc_results,mini_val,0.471,0.034,0.422,0.575,0.567,0.470,nan,0.757
hungarian_dist10_cvcy_obj_conf_padd_15_noyc_results,mini_val,0.627,0.258,0.919,0.485,0.632,0.634,nan,0.833
greedy_dist5_cvcy_conf_padd_25_yc_results,mini_val,0.715,0.267,1.000,0.733,0.670,0.770,nan,0.850
greedy_dist2_cvcy_conf_mult_50_yc_results,mini_val,0.551,0.020,0.500,0.682,0.574,0.728,nan,0.800
hungarian_dist5_cvcy_obj_conf_mult_05_yc_results,mini_val,0.632,0.254,1.000,0.584,0.581,0.591,nan,0.783
greedy_dist5_cvcy_obj_conf_mult_10_noyc_results,mini_val,0.700,0.303,1.000,0.707,0.645,0.719,nan,0.825
hungarian_dist10_ack_conf_padd_15_noyc_results,mini_val,0.477,0.108,0.300,0.474,0.584,0.547,nan,0.850
hungarian_dist5_ack_conf_mult_05_yc_results,mini_val,0.424,0.000,0.025,0.564,0.618,0.510,nan,0.825
greedy_dist10_ack_conf_padd_05_yc_results,mini_val,0.452,0.000,0.000,0.630,0.629,0.606,nan,0.850
hungarian_dist5_cvcy_obj_conf_padd_40_noyc_results,mini_val,0.641,0.237,1.000,0.545,0.638,0.623,nan,0.804
greedy_dist5_cvcy_obj_conf_padd_05_yc_results,mini_val,0.706,0.263,1.000,0.717,0.675,0.735,nan,0.850
hungarian_dist10_cvcy_conf_mult_25_yc_results,mini_val,0.618,0.314,1.000,0.497,0.536,0.592,nan,0.772
hungarian_dist10_ack_conf_padd_25_yc_results,mini_val,0.459,0.121,0.300,0.521,0.492,0.532,nan,0.785
hungarian_dist5_cvcy_conf_padd_40_noyc_results,mini_val,0.616,0.218,1.000,0.535,0.591,0.552,nan,0.802
hungarian_dist10_ack_count_yc_results,mini_val,0.498,0.000,0.375,0.539,0.615,0.632,nan,0.825
greedy_dist2_cvcy_conf_padd_50_noyc_results,mini_val,0.578,0.037,0.500,0.697,0.646,0.761,nan,0.825
greedy_dist10_cvcy_conf_padd_40_yc_results,mini_val,0.690,0.237,1.000,0.705,0.613,0.759,nan,0.825
greedy_dist10_ack_conf_mult_15_noyc_results,mini_val,0.456,0.000,0.000,0.638,0.619,0.629,nan,0.850
greedy_dist2_cvcy_conf_padd_30_yc_results,mini_val,0.608,0.124,0.500,0.723,0.671,0.780,nan,0.850
hungarian_dist2_cvcy_conf_mult_20_noyc_results,mini_val,0.511,0.000,0.418,0.587,0.624,0.636,nan,0.800
greedy_dist10_cvcy_obj_conf_padd_30_noyc_results,mini_val,0.707,0.327,1.000,0.703,0.636,0.752,nan,0.825
hungarian_dist5_cvcy_obj_conf_padd_20_noyc_results,mini_val,0.646,0.159,1.000,0.599,0.640,0.628,nan,0.850
greedy_dist5_cvcy_obj_conf_padd_40_yc_results,mini_val,0.706,0.237,1.000,0.714,0.671,0.762,nan,0.850
greedy_dist2_cvcy_obj_conf_mult_30_noyc_results,mini_val,0.562,0.015,0.500,0.709,0.599,0.747,nan,0.800
hungarian_dist10_ack_count_noyc_results,mini_val,0.499,0.000,0.375,0.569,0.604,0.624,nan,0.825
greedy_dist10_cvcy_obj_conf_mult_30_noyc_results,mini_val,0.687,0.263,1.000,0.702,0.618,0.741,nan,0.800
hungarian_dist5_ack_conf_padd_40_yc_results,mini_val,0.481,0.034,0.422,0.523,0.620,0.513,nan,0.776
hungarian_dist5_cvcy_obj_conf_mult_40_noyc_results,mini_val,0.595,0.161,1.000,0.559,0.522,0.559,nan,0.772
greedy_dist2_ack_conf_mult_15_yc_results,mini_val,0.522,0.037,0.421,0.716,0.645,0.487,nan,0.825
hungarian_dist2_cvcy_conf_mult_10_noyc_results,mini_val,0.525,0.025,0.417,0.620,0.643,0.648,nan,0.798
greedy_dist5_ack_conf_mult_15_yc_results,mini_val,0.495,0.000,0.229,0.673,0.614,0.627,nan,0.825
hungarian_dist2_ack_conf_mult_05_yc_results,mini_val,0.464,0.000,0.379,0.599,0.594,0.391,nan,0.825
greedy_dist5_ack_conf_padd_20_yc_results,mini_val,0.517,0.000,0.229,0.694,0.661,0.665,nan,0.850
greedy_dist10_ack_conf_padd_40_yc_results,mini_val,0.460,0.000,0.000,0.650,0.596,0.666,nan,0.850
hungarian_dist10_cvcy_conf_mult_15_noyc_results,mini_val,0.625,0.297,1.000,0.510,0.547,0.595,nan,0.800
greedy_dist5_ack_conf_padd_30_noyc_results,mini_val,0.522,0.029,0.243,0.707,0.636,0.666,nan,0.850
hungarian_dist2_ack_conf_padd_40_noyc_results,mini_val,0.483,0.050,0.450,0.559,0.594,0.448,nan,0.797
greedy_dist2_cvcy_obj_conf_padd_05_noyc_results,mini_val,0.584,0.122,0.419,0.707,0.674,0.734,nan,0.850
hungarian_dist5_cvcy_conf_padd_05_noyc_results,mini_val,0.661,0.370,1.000,0.593,0.651,0.578,nan,0.771
hungarian_dist2_cvcy_obj_conf_mult_05_noyc_results,mini_val,0.512,0.000,0.432,0.633,0.590,0.637,nan,0.780
greedy_dist5_cvcy_obj_conf_mult_40_noyc_results,mini_val,0.687,0.263,1.000,0.694,0.624,0.744,nan,0.800
greedy_dist5_cvcy_conf_padd_05_noyc_results,mini_val,0.707,0.263,1.000,0.721,0.682,0.724,nan,0.850
hungarian_dist5_cvcy_conf_padd_20_yc_results,mini_val,0.641,0.159,1.000,0.574,0.612,0.649,nan,0.850
hungarian_dist10_ack_conf_mult_05_noyc_results,mini_val,0.455,0.000,0.300,0.533,0.627,0.474,nan,0.794
greedy_dist5_cvcy_conf_mult_20_yc_results,mini_val,0.695,0.275,1.000,0.720,0.617,0.734,nan,0.825
hungarian_dist10_cvcy_obj_conf_mult_05_yc_results,mini_val,0.589,0.250,0.919,0.456,0.527,0.593,nan,0.788
greedy_dist10_cvcy_conf_mult_10_noyc_results,mini_val,0.694,0.321,1.000,0.704,0.616,0.722,nan,0.800
hungarian_dist10_ack_conf_padd_15_yc_results,mini_val,0.465,0.108,0.300,0.464,0.499,0.571,nan,0.850
greedy_dist5_ack_conf_mult_25_noyc_results,mini_val,0.501,0.062,0.243,0.670,0.587,0.643,nan,0.800
greedy_dist2_cvcy_conf_padd_50_yc_results,mini_val,0.578,0.037,0.500,0.697,0.646,0.761,nan,0.825
greedy_dist10_cvcy_obj_conf_padd_40_noyc_results,mini_val,0.697,0.273,1.000,0.697,0.636,0.754,nan,0.825
greedy_dist5_ack_conf_padd_50_noyc_results,mini_val,0.526,0.125,0.243,0.691,0.604,0.665,nan,0.825
hungarian_dist5_cvcy_conf_mult_05_yc_results,mini_val,0.635,0.254,1.000,0.597,0.597,0.587,nan,0.773
greedy_dist2_cvcy_conf_mult_05_noyc_results,mini_val,0.548,0.000,0.432,0.700,0.622,0.708,nan,0.825
hungarian_dist10_cvcy_conf_mult_05_noyc_results,mini_val,0.587,0.274,0.919,0.479,0.504,0.597,nan,0.750
greedy_dist10_ack_conf_padd_40_noyc_results,mini_val,0.469,0.000,0.000,0.637,0.662,0.663,nan,0.850
hungarian_dist2_ack_conf_mult_50_yc_results,mini_val,0.463,0.000,0.450,0.551,0.575,0.429,nan,0.773
greedy_dist10_cvcy_conf_padd_05_yc_results,mini_val,0.703,0.327,1.000,0.690,0.654,0.724,nan,0.825
hungarian_dist2_cvcy_conf_mult_15_noyc_results,mini_val,0.522,0.000,0.466,0.591,0.647,0.630,nan,0.796
hungarian_dist10_cvcy_obj_conf_padd_10_noyc_results,mini_val,0.600,0.262,0.919,0.482,0.606,0.630,nan,0.703
